Gene.Model.ID	Gene.Symbol	Full.Name	Source	Chromosome	Start	End
Zm00001d049541	bm3	brown midrib3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"33,817,769"	"33,820,095"
Zm00001d049543	cca1	circadian clock associated1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"34,070,590"	"34,104,400"
Zm00001d049550	spo2	topoisomerase-like enzyme2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"34,374,982"	"34,377,834"
Zm00001d049563	bsdtf3	BSD-transcription factor 3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"35,300,551"	"35,308,212"
Zm00001d049576	bap2	basal layer antifungal protein2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"35,888,519"	"35,889,106"
Zm00001d049581	mybr92	MYB-related-transcription factor 92	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"36,062,634"	"36,069,198"
Zm00001d049605	chr127	chromatin complex subunit A 127		Chr4	"37,186,170"	"37,193,409"
Zm00001d049608	fie1	fertilization independent endosperm1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"37,421,922"	"37,427,789"
Zm00001d049610	orp1	orange pericarp1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"37,573,636"	"37,577,238"
Zm00001d049619	umc2282			Chr4	"37,784,246"	"37,786,605"
Zm00001d049621	lug7	leunig-related7	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"37,864,782"	"37,871,773"
Zm00001d049641	gpc1	glyceraldehyde-3-phosphate dehydrogenase1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"38,551,544"	"38,555,126"
Zm00001d049645	tcptf39	TCP-transcription factor 39	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"38,599,389"	"38,600,985"
Zm00001d049649	sudh2	succinate dehydrogenase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"38,706,344"	"38,709,739"
Zm00001d049657	gst26	glutathione transferase26	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"38,891,516"	"38,892,238"
Zm00001d049666	rps13	ribosomal protein13	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"39,268,830"	"39,270,978"
Zm00001d049678	nactf115	NAC-transcription factor 115	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"39,731,374"	"39,733,815"
Zm00001d049687	nactf105	NAC-transcription factor 105	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"40,262,262"	"40,265,308"
Zm00001d049692	mads32	MADS-transcription factor 32	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"40,462,578"	"40,464,305"
Zm00001d049715	iaa16	Aux/IAA-transcription factor 16	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"41,271,800"	"41,273,024"
Zm00001d049721	bhlh52	bHLH-transcription factor 52	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"41,503,972"	"41,504,835"
Zm00001d049721	bhlh61	bHLH-transcription factor 61	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"41,503,972"	"41,504,835"
Zm00001d049721	bhlh85	bHLH-transcription factor 85	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"41,503,972"	"41,504,835"
Zm00001d049736	phd13	PHD-transcription factor 13	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"42,106,178"	"42,110,394"
Zm00001d049743	mterf12	mTERF protein domain12	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"42,447,381"	"42,459,199"
Zm00001d049753	su1	sugary1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"43,110,569"	"43,119,167"
Zm00001d049766	umc1964			Chr4	"43,845,346"	"43,848,071"
Zm00001d049767	umc1303			Chr4	"43,883,748"	"43,891,489"
Zm00001d049774	mab4	math-btb4	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"44,116,832"	"44,117,869"
Zm00001d049777	mab6	math-btb6	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"44,198,235"	"44,199,308"
Zm00001d049781	mab5	math-btb5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"44,222,586"	"44,228,786"
Zm00001d049796	emp18	empty pericarp18		Chr4	"44,971,523"	"44,972,893"
Zm00001d049800	bbr3	BBR/BPC-transcription factor 3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"45,047,883"	"45,048,929"
Zm00001d049815	rpl17b	ribosomal protein L17b	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"45,901,761"	"45,904,117"
Zm00001d049822	tga1	teosinte glume architecture1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"46,350,597"	"46,355,118"
Zm00001d049824	not1	neighbor of tga1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"46,625,882"	"46,630,722"
Zm00001d049826	ntf2	nuclear transport factor2		Chr4	"46,705,236"	"46,707,933"
Zm00001d049857	AY110290			Chr4	"48,657,712"	"48,662,643"
Zm00001d049860	nactf75	NAC-transcription factor 75	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"48,975,342"	"48,977,969"
Zm00001d049870	bhlh165	bHLH-transcription factor 165	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"49,701,453"	"49,703,760"
Zm00001d049871	dsc1	discolored kernel1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"49,806,179"	"49,807,432"
Zm00001d049888	tena1	thiaminase1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"50,687,439"	"50,693,090"
Zm00001d049889	ereb89	AP2-EREBP-transcription factor 89	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"50,775,492"	"50,776,550"
Zm00001d049903	ereb78	AP2-EREBP-transcription factor 78	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"51,462,096"	"51,462,470"
Zm00001d049913	nactf12	NAC-transcription factor 12	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"52,248,471"	"52,252,923"
Zm00001d049933	rps25	ribosomal protein S25	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"53,889,726"	"53,891,170"
Zm00001d049938	krp8	kinesin-related protein8	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"54,069,553"	"54,076,899"
Zm00001d049950	msh1	male sterile protein homolog1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"55,129,672"	"55,133,478"
Zm00001d049952	hp3	histidine-containing phosphotransfer protein3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"55,175,484"	"55,178,540"
Zm00001d049957	ks6	kaurene synthase6	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"55,492,468"	"55,496,164"
Zm00001d049958	pza00726		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"55,678,978"	"55,684,958"
Zm00001d049991	gbptf20	GeBP-transcription factor 20	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"58,070,649"	"58,072,019"
Zm00001d049995	nnr1	nitrate reductase(NADH)1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"58,642,687"	"58,647,338"
Zm00001d050016	bhlh113	bHLH-transcription factor 113	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"59,679,062"	"59,679,787"
Zm00001d050018	bzip68	bZIP-transcription factor 68	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"60,011,623"	"60,016,737"
Zm00001d050021	abh3	abscisic acid 8'-hydroxylase3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"60,281,640"	"60,287,213"
Zm00001d050023	wrky122	WRKY-transcription factor 122	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"60,696,494"	"60,714,980"
Zm00001d050032	bt2	brittle endosperm2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"61,315,575"	"61,321,350"
Zm00001d050039	nactf92	NAC-transcription factor 92	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"61,707,240"	"61,708,265"
Zm00001d050069	trps8	trehalose-6-phosphate synthase8	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"63,832,557"	"63,836,587"
Zm00001d050089	GRMZM2G153722		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"65,078,952"	"65,090,738"
Zm00001d050100	his2b2	histone2b2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"65,618,139"	"65,618,591"
Zm00001d050107	opr8	12-oxo-phytodienoic acid reductase8	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"66,086,547"	"66,090,296"
Zm00001d050110	umc42a			Chr4	"66,333,703"	"66,335,464"
Zm00001d050132	brl3	bri1-like receptor kinase3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"68,202,250"	"68,205,876"
Zm00001d050133	akh1	aspartate kinase-homoserine dehydrogenase1		Chr4	"68,209,203"	"68,220,619"
Zm00001d050134	akh1	aspartate kinase-homoserine dehydrogenase1		Chr4	"68,237,414"	"68,255,070"
Zm00001d050137	ereb140	AP2-EREBP-transcription factor 140	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"68,398,270"	"68,400,314"
Zm00001d050139	hda108	histone deacetylase	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"68,410,505"	"68,416,118"
Zm00001d050150	hcp101a		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"69,407,277"	"69,429,725"
Zm00001d050185	myb108	MYB-transcription factor 108	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"71,478,007"	"71,479,474"
Zm00001d050195	wrky94	WRKY-transcription factor 94	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"72,636,377"	"72,637,297"
Zm00001d050196	eng1	"endo-1,3-1,4-beta-D-glucanase1"	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"72,786,474"	"72,789,077"
Zm00001d050200	tcrr1	transfer cell response regulator1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"73,314,108"	"73,315,352"
Zm00001d050219	pik1	phosphatidylinositol 3-kinase1		Chr4	"74,335,082"	"74,344,859"
Zm00001d050227	cl8508_1			Chr4	"74,759,042"	"74,763,247"
Zm00001d050234	mterf33	mTERF domain protein33	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"75,106,267"	"75,107,484"
Zm00001d050241	burp8	BURP domain-containing protein-RD22-like8		Chr4	"75,536,877"	"75,538,808"
Zm00001d050242	cadtfr3	CCAAT-DR1-transcription factor 3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"75,567,139"	"75,573,713"
Zm00001d050247	wrky97	WRKY-transcription factor 97	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"76,138,362"	"76,139,324"
Zm00001d050265	hir1	hypersensitive induced reaction1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"77,232,457"	"77,236,007"
Zm00001d050269	lbd23	LBD-transcription factor 23	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"77,463,528"	"77,464,649"
Zm00001d050277	umc1953			Chr4	"78,271,436"	"78,274,987"
Zm00001d050283	sfp2	sulfate transporter2		Chr4	"78,443,935"	"78,447,990"
Zm00001d050293	trps9	trehalose-6-phosphate synthase9	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"79,156,177"	"79,162,011"
Zm00001d050310	hb7	Homeobox-transcription factor 7	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"80,432,810"	"80,437,142"
Zm00001d050330	phd33	PHD-transcription factor 33	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"81,873,702"	"81,879,578"
Zm00001d050350	kan3	kanadi3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"82,930,195"	"82,941,888"
Zm00001d050365	zim35	ZIM-transcription factor 35	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"83,772,143"	"83,775,016"
Zm00001d050368	umc1511		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"84,247,503"	"84,248,847"
Zm00001d050380	rcc3	regulator of chromosome condensation3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"84,839,682"	"84,845,035"
Zm00001d050389	tcptf15	TCP-transcription factor 15	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"85,370,757"	"85,371,581"
Zm00001d050394	bhlh40	bHLH-transcription factor 40	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"85,655,816"	"85,658,613"
Zm00001d050400	myb28	MYB-transcription factor 28	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"85,967,006"	"85,968,538"
Zm00001d050400	pza03203		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"85,967,006"	"85,968,538"
Zm00001d050404	glk49	G2-like-transcription factor 49	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"86,263,641"	"86,265,848"
Zm00001d050410	nactf37	NAC-transcription factor 37	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"86,641,152"	"86,642,542"
Zm00001d050428	gpn1	glyceraldehyde-3-phosphate deHaseN1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"87,289,139"	"87,294,301"
Zm00001d050443	zhd7	ZF-HD-transcription factor 7	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"88,621,453"	"88,622,553"
Zm00001d050452	zhd19	ZF-HD-transcription factor 19	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"89,089,123"	"89,089,506"
Zm00001d050487	hb90	Homeobox-transcription factor 90	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"92,644,355"	"92,646,442"
Zm00001d050552	sacd6	stearoyl-acyl-carrier-protein desaturase6	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"99,666,954"	"99,668,828"
Zm00001d050567	als1	acetolactate synthase1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"101,325,893"	"101,328,003"
Zm00001d050577	sweet15a	sugars will eventually be exported transporter15a	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"101,826,608"	"101,828,504"
Zm00001d050645	invan8	invertase alkaline neutral8		Chr4	"109,286,090"	"109,296,510"
Zm00001d050649	pebp2	phosphatidylethanolamine-binding protein2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"110,786,095"	"110,787,579"
Zm00001d050655	pza03536		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"112,405,476"	"112,406,505"
Zm00001d050664	e2f16	E2F-DP-transcription factor 216	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"112,999,831"	"113,003,992"
Zm00001d050714	mmp86			Chr4	"117,910,694"	"117,919,249"
Zm00001d050716	invan3	invertase alkaline neutral3		Chr4	"118,325,912"	"118,331,112"
Zm00001d050723	snrkII6	SnRK2 serine threonine protein kinase6	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"118,811,903"	"118,822,922"
Zm00001d050730	yy1	yin-yang1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"119,102,206"	"119,105,094"
Zm00001d050753	ddt2	DDT-transcription factor 2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"120,953,532"	"120,958,594"
Zm00001d050768	crr7	cytokinin response regulator7	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"121,766,673"	"121,769,040"
Zm00001d050781	arftf14	ARF-transcription factor 14	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"122,461,155"	"122,466,889"
Zm00001d050787	ereb32	AP2-EREBP-transcription factor 32	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"122,810,261"	"122,810,842"
Zm00001d050790	mmp140			Chr4	"123,187,727"	"123,191,108"
Zm00001d050816	alf7	Alfin-like-transcription factor 7	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"124,419,619"	"124,423,060"
Zm00001d050834	hb56	Homeobox-transcription factor 56	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"125,421,188"	"125,423,374"
Zm00001d050850	pzb00093		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"126,958,963"	"126,962,865"
Zm00001d050861	eil5	EIL-transcription factor 5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"127,298,106"	"127,299,431"
Zm00001d050868	serk3	somatic embryogenesis receptor-like kinase3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"127,596,451"	"127,602,837"
Zm00001d050870	nactf58	NAC-transcription factor 58	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"127,748,628"	"127,751,133"
Zm00001d050873	sut6	sucrose transporter6	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"127,915,099"	"127,918,352"
Zm00001d050874	nap1	nucleosome assembly protein1		Chr4	"128,050,675"	"128,059,411"
Zm00001d050886	mterf13	mTERF-domain protein13	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"128,466,573"	"128,467,412"
Zm00001d050893	nactf40	NAC-transcription factor 40	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"128,778,456"	"128,780,327"
Zm00001d050897	mads39	MADS-transcription factor 39	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"128,983,979"	"129,000,129"
Zm00001d050915	ypt3	ypt homolog3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"130,729,909"	"130,734,070"
Zm00001d050943	pza03409		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"132,886,764"	"132,891,622"
Zm00001d050948	ereb132	AP2-EREBP-transcription factor 132	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"133,138,782"	"133,139,666"
Zm00001d050948	ereb194	AP2-EREBP-transcription factor 194	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"133,138,782"	"133,139,666"
Zm00001d050960	nactf101	NAC-transcription factor 101	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"133,589,483"	"133,593,214"
Zm00001d050972	iaa17	Aux/IAA-transcription factor 17	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"134,412,097"	"134,423,581"
Zm00001d050992	gl8b	3-ketoacyl reductase GL8B	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"135,837,972"	"135,841,317"
Zm00001d051001	gpc3	glyceraldehyde-3-phosphate dehydrogenase3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"136,187,079"	"136,190,530"
Zm00001d051012	fea2	fasciated ear2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"136,765,871"	"136,767,712"
Zm00001d051018	dbb4	double B-box zinc finger protein4	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"137,141,449"	"137,142,700"
Zm00001d051033	atg101	autophagy101		Chr4	"137,842,313"	"137,846,513"
Zm00001d051043	pza03459		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"138,316,944"	"138,322,251"
Zm00001d051044	umc1142			Chr4	"138,472,340"	"138,473,695"
Zm00001d051056	umc1346			Chr4	"139,235,984"	"139,238,663"
Zm00001d051114	toc1	timing of cab expression1		Chr4	"143,867,613"	"143,870,730"
Zm00001d051117	myb144	MYB-transcription factor 144	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"144,038,256"	"144,039,547"
Zm00001d051139	umc1702			Chr4	"145,546,078"	"145,549,609"
Zm00001d051140	nactf17	NAC-transcription factor 17	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"145,569,635"	"145,572,065"
Zm00001d051142	hmg5	HMG-transcription factor 5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"145,646,263"	"145,647,300"
Zm00001d051149	myb39	myb transcription factor39	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"145,959,279"	"145,960,656"
Zm00001d051154	tcptf22	TCP-transcription factor 22	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"146,257,824"	"146,259,689"
Zm00001d051156	ppck2	phosphoenolpyruvate carboxylase kinase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"146,401,256"	"146,402,641"
Zm00001d051161	pal3	phenylalanine ammonia lyase3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"146,706,971"	"146,710,589"
Zm00001d051163	pal5	phenylalanine ammonia lyase5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"146,793,740"	"146,798,809"
Zm00001d051166	pal4	phenylalanine ammonia lyase4	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"146,846,109"	"146,848,259"
Zm00001d051172	arftf15	ARF-transcription factor 15	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"147,112,461"	"147,115,250"
Zm00001d051174	pip2c	plasma membrane intrinsic protein2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"147,173,978"	"147,176,860"
Zm00001d051178	AY110355			Chr4	"147,335,724"	"147,347,180"
Zm00001d051194	AY110562		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"148,148,821"	"148,150,740"
Zm00001d051203	pco133717			Chr4	"148,592,297"	"148,593,612"
Zm00001d051214	nit2	nitrilase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"148,918,694"	"148,925,044"
Zm00001d051216	tcptf25	TCP-transcription factor 25	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"148,970,275"	"148,970,931"
Zm00001d051239	ereb170	AP2-EREBP-transcription factor 170	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"149,655,139"	"149,656,476"
Zm00001d051262	limtf8	LIM-transcription factor 8	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"151,028,968"	"151,030,729"
Zm00001d051267	myb166	MYB-transcription factor 166	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"151,178,362"	"151,181,128"
Zm00001d051268	umc1945			Chr4	"151,295,170"	"151,303,295"
Zm00001d051269	myb103	MYB-transcription factor 103	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"151,309,707"	"151,312,076"
Zm00001d051269	pza03152		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"151,309,707"	"151,312,076"
Zm00001d051272	umc2284			Chr4	"151,408,424"	"151,411,182"
Zm00001d051294	nactf27	NAC-transcription factor 27	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"152,220,730"	"152,221,346"
Zm00001d051307	atg13a	autophagy13a	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"152,668,573"	"152,674,431"
Zm00001d051308	krp1	kinesin-related protein1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"152,675,908"	"152,682,127"
Zm00001d051316	thx16	Trihelix-transcription factor 16	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"153,362,817"	"153,366,616"
Zm00001d051320	pza02992		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"153,916,343"	"153,921,722"
Zm00001d051324	chr167	chromatin complex subunit A 167		Chr4	"154,315,290"	"154,320,142"
Zm00001d051328	wrky98	WRKY-transcription factor 98		Chr4	"154,581,235"	"154,589,610"
Zm00001d051350	ereb5	AP2-EREBP-transcription factor 5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"155,610,012"	"155,610,749"
Zm00001d051355	ereb176	AP2-EREBP-transcription factor 176	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"155,723,238"	"155,723,924"
Zm00001d051362	tip2a	tonoplast intrinsic protein2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"155,984,860"	"155,986,408"
Zm00001d051376	platz6	PLATZ-transcription factor 6	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"156,414,146"	"156,415,564"
Zm00001d051387	gras80	GRAS-transcription factor 80	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"156,767,880"	"156,770,006"
Zm00001d051387	phm1558		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"156,767,880"	"156,770,006"
Zm00001d051387	pza02411		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"156,767,880"	"156,770,006"
Zm00001d051403	pip1d	plasma membrane intrinsic protein1		Chr4	"157,200,400"	"157,203,987"
Zm00001d051420	dhn3	dehydrin3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"157,872,166"	"157,873,662"
Zm00001d051427	hmg3	high mobility group protein3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"158,189,751"	"158,191,758"
Zm00001d051439	dof17	C2C2-Dof-transcription factor 17	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"158,534,101"	"158,536,459"
Zm00001d051448	umc2027			Chr4	"159,031,088"	"159,035,197"
Zm00001d051451	ereb127	AP2-EREBP-transcription factor 127	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"159,111,690"	"159,112,469"
Zm00001d051456	grftf9	GRF-transcription factor 9	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"159,322,444"	"159,323,547"
Zm00001d051458	mecs1	methyl erythritol cyclodiphosphate synthase1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"159,348,371"	"159,355,666"
Zm00001d051458	mybr64	MYB-related-transcription factor 64	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"159,348,371"	"159,355,666"
Zm00001d051461	gras76	GRAS-transcription factor 76	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"159,541,879"	"159,543,702"
Zm00001d051465	zag5	zea agamous5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"159,603,384"	"159,610,425"
Zm00001d051480	mybr58	MYB-related-transcription factor 58	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"160,038,260"	"160,042,852"
Zm00001d051496	mmp176			Chr4	"160,437,529"	"160,438,553"
Zm00001d051502	cdpk7	calcium dependent protein kinase7	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"160,498,471"	"160,504,465"
Zm00001d051509	bhlh13	bHLH-transcription factor 13	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"160,961,176"	"160,963,697"
Zm00001d051511	platz7	PLATZ-transcription factor 7	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"160,984,327"	"160,986,154"
Zm00001d051514	AY110310			Chr4	"161,089,336"	"161,097,086"
Zm00001d051520	myb19	MYB-transcription factor 19	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"161,213,576"	"161,215,329"
Zm00001d051527	glk29	G2-like-transcription factor 29	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"161,520,154"	"161,525,256"
Zm00001d051534	wtf4	what's this factor4	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"161,756,938"	"161,758,313"
Zm00001d051550	wrky11	WRKY-transcription factor 11	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"162,305,826"	"162,310,127"
Zm00001d051554	abh2	abscisic acid 8'-hydroxylase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr4	"162,654,597"	"162,657,413"
